,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
410,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,45,Shield Pokémon,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
411,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,120,Bagworm Pokémon,45,1000000,0.2,40,Burmy,50.0,412,29,45,36,bug,,3.4,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
412,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,45,Bagworm Pokémon,95,1000000,0.5,60,Wormadam,0.0,413,69,95,36,bug,grass,6.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
413,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,45,Moth Pokémon,50,1000000,0.9,70,Mothim,100.0,414,94,50,66,bug,flying,23.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
414,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,120,Tiny Bee Pokémon,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
415,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45,Beehive Pokémon,102,1059860,1.2,70,Vespiquen,0.0,416,80,102,40,bug,flying,38.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
416,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisu,50.0,417,45,90,95,electric,,3.9,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
417,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,190,Sea Weasel Pokémon,35,1000000,0.7,55,Buizel,50.0,418,60,30,85,water,,29.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
418,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,75,Sea Weasel Pokémon,55,1000000,1.1,85,Floatzel,50.0,419,85,50,115,water,,33.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
419,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,190,Cherry Pokémon,45,1000000,0.4,45,Cherubi,50.0,420,62,53,35,grass,,3.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
420,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,75,Blossom Pokémon,70,1000000,0.5,70,Cherrim,50.0,421,87,78,85,grass,,9.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,190,Sea Slug Pokémon,48,1000000,0.3,76,Shellos,50.0,422,57,62,34,water,,6.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,Gastrodon,50.0,423,92,82,39,water,ground,29.9,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
423,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,45,Long Tail Pokémon,66,800000,1.2,75,Ambipom,50.0,424,60,66,115,normal,,20.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
424,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,125,Balloon Pokémon,34,1640000,0.4,90,Drifloon,50.0,425,60,44,70,ghost,flying,1.2,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
425,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60,Blimp Pokémon,44,1640000,1.2,150,Drifblim,50.0,426,90,54,80,ghost,flying,15.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
426,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,190,Rabbit Pokémon,44,1000000,0.4,55,Buneary,50.0,427,44,56,85,normal,,5.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
427,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,60,Rabbit Pokémon,94,1000000,1.2,65,Lopunny,50.0,428,54,96,135,normal,,33.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
428,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,45,Magical Pokémon,60,800000,0.9,60,Mismagius,50.0,429,105,105,105,ghost,,4.4,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
429,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,30,Big Boss Pokémon,52,1059860,0.9,100,Honchkrow,50.0,430,105,52,71,dark,flying,27.3,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
430,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,190,Catty Pokémon,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
431,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,75,Tiger Cat Pokémon,64,800000,1.0,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
432,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,120,Bell Pokémon,50,800000,0.2,45,Chingling,50.0,433,65,50,45,psychic,,0.6,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
433,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,225,Skunk Pokémon,47,1000000,0.4,63,Stunky,50.0,434,41,41,74,poison,dark,19.2,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
434,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60,Skunk Pokémon,67,1000000,1.0,103,Skuntank,50.0,435,71,61,84,poison,dark,38.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
435,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,255,Bronze Pokémon,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
436,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
437,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,255,Bonsai Pokémon,95,1000000,0.5,50,Bonsly,50.0,438,10,45,10,rock,,15.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
438,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,145,Mime Pokémon,45,1000000,0.6,20,Mime Jr.,50.0,439,70,90,60,psychic,fairy,13.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,130,Playhouse Pokémon,5,800000,0.6,100,Happiny,0.0,440,15,65,30,normal,,24.4,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,30,Music Note Pokémon,45,1059860,0.5,76,Chatot,50.0,441,92,42,91,normal,flying,1.9,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
441,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100,Forbidden Pokémon,108,1000000,1.0,50,Spiritomb,50.0,442,92,108,35,ghost,dark,108.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
442,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,45,Land Shark Pokémon,45,1250000,0.7,58,Gible,50.0,443,40,45,42,dragon,ground,20.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
443,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,45,Cave Pokémon,65,1250000,1.4,68,Gabite,50.0,444,50,55,82,dragon,ground,56.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
444,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45,Mach Pokémon,115,1250000,1.9,108,Garchomp,50.0,445,120,95,92,dragon,ground,95.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
445,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,50,Big Eater Pokémon,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
446,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,75,Emanation Pokémon,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
447,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45,Aura Pokémon,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
448,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,140,Hippo Pokémon,78,1250000,0.8,68,Hippopotas,50.0,449,38,42,32,ground,,49.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
449,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,2.0,108,Hippowdon,50.0,450,68,72,47,ground,,300.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
450,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,120,Scorpion Pokémon,90,1250000,0.8,40,Skorupi,50.0,451,30,55,65,poison,bug,12.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45,Ogre Scorp Pokémon,110,1250000,1.3,70,Drapion,50.0,452,60,75,95,poison,dark,61.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,140,Toxic Mouth Pokémon,40,1000000,0.7,48,Croagunk,50.0,453,61,40,50,poison,fighting,23.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75,Toxic Mouth Pokémon,65,1000000,1.3,83,Toxicroak,50.0,454,86,65,85,poison,fighting,44.4,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,200,Bug Catcher Pokémon,72,1250000,1.4,74,Carnivine,50.0,455,90,72,46,grass,,27.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,190,Wing Fish Pokémon,56,600000,0.4,49,Finneon,50.0,456,49,61,66,water,,7.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,75,Neon Pokémon,76,600000,1.2,69,Lumineon,50.0,457,69,86,91,water,,24.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,25,Kite Pokémon,50,1250000,1.0,45,Mantyke,50.0,458,60,120,50,water,flying,65.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
458,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,120,Frosted Tree Pokémon,50,1250000,1.0,60,Snover,50.0,459,62,60,40,grass,ice,50.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
459,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,60,Frosted Tree Pokémon,105,1250000,2.2,90,Abomasnow,50.0,460,132,105,30,grass,ice,135.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
460,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45,Sharp Claw Pokémon,65,1059860,1.1,70,Weavile,50.0,461,45,85,125,dark,ice,34.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
461,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30,Licking Pokémon,95,1000000,1.7,110,Lickilicky,50.0,463,80,95,50,normal,,140.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
463,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,Rhyperior,50.0,464,55,55,40,ground,rock,282.8,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30,Vine Pokémon,125,1000000,2.0,100,Tangrowth,50.0,465,110,50,50,grass,,128.6,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
465,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
466,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
467,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,1.9,86,Yanmega,50.0,469,116,56,95,bug,flying,51.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
469,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,1.0,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
470,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,2.0,75,Gliscor,50.0,472,45,75,95,ground,flying,42.5,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,Mamoswine,50.0,473,70,60,80,ice,ground,291.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
473,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
474,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,Gallade,100.0,475,65,115,110,psychic,fighting,52.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60,Compass Pokémon,145,1000000,1.4,60,Probopass,50.0,476,75,150,40,rock,steel,340.0,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
476,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,Dusknoir,50.0,477,65,135,45,ghost,,106.6,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
477,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,Froslass,0.0,478,80,70,110,ice,ghost,26.6,4,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
